epp_row_id,id_reference,scientific_name,Clements_name,order,family,family_common,scientific_name_jetz,breeding_system,level,common_name,lat,long,nest_box,marker_type,year_of_study_start,year_of_study_end,breeding_start,breeding_end,epp_percent_broods,n_epp_broods,n_wpp_broods,n_broods_sampled,record_id,lon,climate_year,climate_month,location_id,tmp_cru_C_first_month,tmp_long_base_1961_1989_C_first_month,tmp_long_anom_1961_1989_C_first_month,tmp_short_base_5yr_C_first_month,tmp_short_anom_5yr_C_first_month,original_end_month,tmp_cru_C_full_season,tmp_long_base_1961_1989_C_full_season,tmp_long_anom_1961_1989_C_full_season,tmp_short_base_5yr_C_full_season,tmp_short_anom_5yr_C_full_season,n_months_full_season,pre_cru_mm_first_month,pre_long_base_1961_1989_mm_first_month,pre_long_anom_1961_1989_mm_first_month,pre_short_base_5yr_mm_first_month,pre_short_anom_5yr_mm_first_month,pre_cru_mm_full_season,pre_long_base_1961_1989_mm_full_season,pre_long_anom_1961_1989_mm_full_season,pre_short_base_5yr_mm_full_season,pre_short_anom_5yr_mm_full_season,n_months_pre_full_season,dtr_cru_C_first_month,dtr_cru_C_full_season,breeding_start_month_num,breeding_end_month_num,breeding_season_length_months,ndvi_can_first_month,ndvi_can_full_season,ndvi_start_month,ndvi_end_month,ndvi_year,ndvi_lat,ndvi_lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,ndvi_merge_status,ndvi_coord_match_round4,lat_round,long_round,abs_latitude,population_id,distance_to_coast_km,era5_year,era5_first_month,era5_latitude,era5_longitude,era5_weather_start_date,era5_weather_end_date,era5_weather_dataset,era5_pre_max_mm_day_first_month,era5_pre_mean_mm_day_first_month,era5_pre_sd_mm_day_first_month,era5_pre_sum_mm_first_month,era5_pre_wet_days_gt1mm_first_month,era5_tmp_mean_C_first_month,era5_tmp_range_C_first_month,era5_tmp_sd_C_first_month
586,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,1997,1997,April,May,0.0,0.0,6.0,6.0,586,-1.5667,1997,4.0,219.0,8.800000191,7.779310506,1.020689685,8.620000267,0.179999924,5.0,10.20000029,9.355172593,0.844827693,10.00000019,0.200000095,2.0,27.39999962,49.12413859,-21.72413897,48.60000076,-21.20000114,94.39999962,105.5965534,-11.19655377,106.5400017,-12.14000206,2.0,10.19999981,10.44999981,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1997.0,52.3833,-1.5667,0.616827664,0.654662461,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,1997.0,4.0,52.3833,-1.5667,1997-04-01,1997-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,11.06425860143645,1.0485131533558938,2.511402974963247,31.45539460067681,6.0,8.642201360066755,8.33447265625,1.886668329546131
587,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,1998,1998,April,May,0.0,0.0,10.0,10.0,587,-1.5667,1998,4.0,219.0,8.100000381,7.779310506,0.320689876,8.680000305,-0.579999924,5.0,10.6500001,9.355172593,1.294827502,9.840000248,0.809999847,2.0,115.8000031,49.12413859,66.67586447,42.24000053,73.56000252,134.7000027,105.5965534,29.10344928,98.26000175,36.44000092,2.0,7.5,8.650000095,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1998.0,52.3833,-1.5667,0.580357287,0.663173662,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,1998.0,4.0,52.3833,-1.5667,1998-04-01,1998-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,22.594618797199928,4.711000599365771,4.934111450820932,141.3300179809731,24.0,7.158643107944083,9.275377909342469,2.7028413317843256
588,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,1999,1999,April,May,26.7,4.0,11.0,15.0,588,-1.5667,1999,4.0,219.0,9.400000572,7.779310506,1.620690066,8.420000267,0.980000305,5.0,11.10000038,9.355172593,1.744827788,9.870000172,1.23000021,2.0,74.80000305,49.12413859,25.67586447,51.72000084,23.08000221,143.0000076,105.5965534,37.40345424,97.14000168,45.86000595,2.0,8.699999809,8.900000095,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1999.0,52.3833,-1.5667,0.592807755,0.596162442,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,1999.0,4.0,52.3833,-1.5667,1999-04-01,1999-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,13.650554418461525,2.661358575393417,3.104625407495864,79.84075726180251,18.0,8.736832724677216,10.637076059977176,2.930854766800922
589,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2000,2000,April,May,47.6,10.0,11.0,21.0,589,-1.5667,2000,4.0,219.0,8.300000191,7.779310506,0.520689685,8.700000381,-0.400000191,5.0,10.45000029,9.355172593,1.094827693,10.21000023,0.240000057,2.0,117.2000046,49.12413859,68.07586599,56.9400013,60.26000328,195.2000046,105.5965534,89.60345119,104.0800026,91.12000198,2.0,8.199999809,8.849999905,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2000.0,52.3833,-1.5667,0.569885188,0.581353997,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2000.0,4.0,52.3833,-1.5667,2000-04-01,2000-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,20.81582700310492,4.058564353435064,4.718394903035612,121.75693060305191,19.0,7.2035383648342775,9.232596079508482,2.813849626045747
590,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2001,2001,April,May,11.1,1.0,8.0,9.0,590,-1.5667,2001,4.0,219.0,7.700000286,7.779310506,-0.07931022,8.600000381,-0.900000095,5.0,10.15000033,9.355172593,0.794827741,10.25000029,-0.099999952,2.0,80.90000153,49.12413859,31.77586294,76.64000206,4.259999466,127.0000038,105.5965534,21.40345042,129.9600029,-2.959999084,2.0,8.100000381,9.300000191,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2001.0,52.3833,-1.5667,0.5014,0.635349435,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2001.0,4.0,52.3833,-1.5667,2001-04-01,2001-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,8.224353194236755,3.1349820275915854,2.760775361195605,94.04946082774757,20.0,7.0461800893148,7.4329458872476835,1.8259438026783423
591,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2002,2002,April,May,16.7,2.0,10.0,12.0,591,-1.5667,2002,4.0,219.0,9.100000381,7.779310506,1.320689876,8.460000324,0.640000057,5.0,10.55000019,9.355172593,1.194827598,10.51000028,0.039999914,2.0,39.60000229,49.12413859,-9.524136297,83.22000237,-43.62000008,121.2000008,105.5965534,15.60344737,138.8600037,-17.6600029,2.0,10.10000038,9.300000191,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2002.0,52.3833,-1.5667,0.615972387,0.640749252,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2002.0,4.0,52.3833,-1.5667,2002-04-01,2002-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,11.600167908568435,1.401972451017386,2.5930596350611013,42.059173530521576,7.0,8.73601033952504,8.006806691487611,2.422004842122287
592,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2003,2003,April,May,33.3,5.0,10.0,15.0,592,-1.5667,2003,4.0,219.0,9.600000381,7.779310506,1.820689876,8.520000362,1.080000019,5.0,10.75000048,9.355172593,1.394827884,10.58000026,0.170000219,2.0,31.89999962,49.12413859,-17.22413897,85.6600029,-53.76000328,88.69999886,105.5965534,-16.89655454,144.2200039,-55.52000504,2.0,10.30000019,9.700000286,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2003.0,52.3833,-1.5667,0.560313333,0.59774135,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2003.0,4.0,52.3833,-1.5667,2003-04-01,2003-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,7.197142847303439,1.3311020116118992,2.067516828622888,39.933060348356975,11.0,9.29263621436227,12.477069854736328,3.1887743844655634
593,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2004,2004,April,May,34.6,9.0,17.0,26.0,593,-1.5667,2004,4.0,219.0,9.600000381,7.779310506,1.820689876,8.820000362,0.780000019,5.0,10.6500001,9.355172593,1.294827502,10.60000033,0.049999762,2.0,72.80000305,49.12413859,23.67586447,68.88000221,3.920000839,112.8000031,105.5965534,7.20344966,135.0200031,-22.22000008,2.0,8.199999809,9.050000191,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2004.0,52.3833,-1.5667,0.62453761,0.626439675,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2004.0,4.0,52.3833,-1.5667,2004-04-01,2004-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,12.45327809618857,3.4379756462127395,3.7388171760991793,103.13926938638218,18.0,9.047058508131265,9.533727010091184,2.2584252375124847
594,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2005,2005,April,May,20.0,2.0,8.0,10.0,594,-1.5667,2005,4.0,219.0,9.199999809,7.779310506,1.420689303,8.860000324,0.339999485,5.0,10.19999981,9.355172593,0.844827216,10.51000028,-0.310000467,2.0,62.70000076,49.12413859,13.57586218,68.48000221,-5.78000145,103.4000015,105.5965534,-2.196551866,128.9800022,-25.58000069,2.0,8.699999809,9.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2005.0,52.3833,-1.5667,0.559734797,0.597974813,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2005.0,4.0,52.3833,-1.5667,2005-04-01,2005-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,8.986130356788635,1.909189787738204,2.169437127015422,57.27569363214613,16.0,8.688145150078693,10.861934661865234,2.169767499667767
595,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2006,2006,April,May,62.5,10.0,6.0,16.0,595,-1.5667,2006,4.0,219.0,8.400000572,7.779310506,0.620690066,9.040000248,-0.639999676,5.0,10.25000048,9.355172593,0.894827884,10.46000018,-0.209999704,2.0,37.20000076,49.12413859,-11.92413782,57.58000145,-20.38000069,147.1000023,105.5965534,41.5034489,110.6200016,36.48000069,2.0,8.400000572,8.550000191,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2006.0,52.3833,-1.5667,0.561111837,0.632419125,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2006.0,4.0,52.3833,-1.5667,2006-04-01,2006-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,9.313419461250303,1.678827898196289,2.3831410625573994,50.36483694588867,14.0,7.9933866288927105,8.517468134562193,2.3718721382211894
596,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2007,2007,April,May,37.5,3.0,5.0,8.0,596,-1.5667,2007,4.0,219.0,11.19999981,7.779310506,3.420689303,9.180000305,2.019999504,5.0,11.75,9.355172593,2.394827407,10.48000021,1.26999979,2.0,8.300000191,49.12413859,-40.82413839,48.8400013,-40.54000111,114.0000048,105.5965534,8.403451377,114.6400013,-0.639996529,2.0,11.30000019,10.05000019,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2007.0,52.3833,-1.5667,0.587352485,0.630657063,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2007.0,4.0,52.3833,-1.5667,2007-04-01,2007-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,3.971083866929348,0.4386430773796708,1.0275484047301964,13.159292321390126,4.0,10.841230752733038,7.965438842773437,2.203149713384505
597,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2008,2008,April,May,21.4,3.0,11.0,14.0,597,-1.5667,2008,4.0,219.0,8.300000191,7.779310506,0.520689685,9.600000191,-1.3,5.0,11.05000019,9.355172593,1.694827598,10.72000017,0.330000019,2.0,61.10000229,49.12413859,11.9758637,42.58000088,18.52000141,122.3000031,105.5965534,16.70344966,113.2000021,9.100000954,2.0,8.699999809,9.300000191,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2008.0,52.3833,-1.5667,0.561693158,0.662878178,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2008.0,4.0,52.3833,-1.5667,2008-04-01,2008-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,14.005586480323018,2.5572576118880384,2.800447381266935,76.71772835664115,22.0,7.198019578721809,10.837480545043944,2.812856397147165
598,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2009,2009,April,May,30.0,3.0,7.0,10.0,598,-1.5667,2009,4.0,219.0,10.19999981,7.779310506,2.420689303,9.340000153,0.859999657,5.0,11.1500001,9.355172593,1.794827502,10.78000011,0.369999981,2.0,39.20000076,49.12413859,-9.924137823,48.42000141,-9.220000648,82.60000229,105.5965534,-22.9965511,119.9200029,-37.32000065,2.0,9.5,9.599999905,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2009.0,52.3833,-1.5667,0.589597191,0.64283476,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2009.0,4.0,52.3833,-1.5667,2009-04-01,2009-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,10.27899512246222,1.787653625485201,2.7583948954702966,53.629608764556025,11.0,9.309794341193326,5.04769198099774,1.3920800069801391
599,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2010,2010,April,May,31.25,5.0,11.0,16.0,599,-1.5667,2010,4.0,219.0,8.900000572,7.779310506,1.120690066,9.460000038,-0.559999466,5.0,9.650000572,9.355172593,0.294827979,10.88000011,-1.229999542,2.0,26.20000076,49.12413859,-22.92413782,41.70000095,-15.50000019,61.60000229,105.5965534,-43.9965511,113.8800028,-52.2800005,2.0,10.60000038,10.4000001,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2010.0,52.3833,-1.5667,0.569680451,0.592400382,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2010.0,4.0,52.3833,-1.5667,2010-04-01,2010-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,6.34843111038208,1.0943001123867664,1.84030888106699,32.829003371602994,7.0,8.386102761162677,9.305936813354492,2.3333349302914725
600,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2011,2011,April,May,28.6,4.0,10.0,14.0,600,-1.5667,2011,4.0,219.0,11.30000019,7.779310506,3.520689685,9.400000191,1.9,5.0,11.9000001,9.355172593,2.544827502,10.77000027,1.129999828,2.0,10.5,49.12413859,-38.62413859,34.40000095,-23.90000095,50.20000076,105.5965534,-55.39655263,105.5200029,-55.32000217,2.0,11.40000057,10.65000057,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2011.0,52.3833,-1.5667,0.610422141,0.626061713,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2011.0,4.0,52.3833,-1.5667,2011-04-01,2011-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,3.1403905687170663,0.3563054120762151,0.6054561987090407,10.689162362286451,2.0,11.529736667209225,9.087281545003236,2.3164425739328776
601,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2012,2012,April,May,38.5,5.0,8.0,13.0,601,-1.5667,2012,4.0,219.0,7.599999905,7.779310506,-0.179310601,9.980000114,-2.38000021,5.0,9.799999952,9.355172593,0.444827359,11.10000019,-1.300000238,2.0,110.3000031,49.12413859,61.17586447,29.0600008,81.24000225,159.0000038,105.5965534,53.40345042,86.14000263,72.86000118,2.0,8.400000572,8.850000381,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2012.0,52.3833,-1.5667,0.617464152,0.662716404,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2012.0,4.0,52.3833,-1.5667,2012-04-01,2012-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,19.02395486831665,4.422493633817126,5.187236292176951,132.67480901451378,20.0,6.51895525190568,7.988843282063783,1.5316271341258303
602,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2013,2013,April,May,14.3,1.0,6.0,7.0,602,-1.5667,2013,4.0,219.0,7.5,7.779310506,-0.279310506,9.260000134,-1.760000134,5.0,8.950000286,9.355172593,-0.405172307,10.71000018,-1.759999895,2.0,28.20000076,49.12413859,-20.92413782,49.46000137,-21.26000061,89.5,105.5965534,-16.09655339,95.14000244,-5.640002441,2.0,9.0,9.25,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2013.0,52.3833,-1.5667,0.455984596,0.528335922,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2013.0,4.0,52.3833,-1.5667,2013-04-01,2013-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,6.3945144414852,0.8333759810484528,1.275669994478953,25.001279431453582,10.0,6.687878523932581,12.002148310343388,3.3440925765335323
603,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2014,2014,April,May,37.5,3.0,5.0,8.0,603,-1.5667,2014,4.0,219.0,10.60000038,7.779310506,2.820689876,9.100000095,1.500000286,5.0,11.45000029,9.355172593,2.094827693,10.2900002,1.160000086,2.0,52.40000153,49.12413859,3.27586294,42.88000107,9.520000458,150.5,105.5965534,44.90344661,88.58000183,61.91999817,2.0,8.699999809,8.650000095,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2014.0,52.3833,-1.5667,0.615687286,0.652580098,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2014.0,4.0,52.3833,-1.5667,2014-04-01,2014-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,12.412777543033826,1.86521980003936,2.883626529396798,55.9565940011808,12.0,9.729959826999265,5.626138051350949,1.4051961113703548
604,586Green2018,Aegithalos_caudatus,Aegithalos_caudatus,Passeriformes,Aegithalidae,Long-tailed Tits,Aegithalos_caudatus,monogamy,yearly,long-tailed_tit,52.3833,-1.5667,no,microsatellite,2015,2015,April,May,62.5,5.0,3.0,8.0,604,-1.5667,2015,4.0,219.0,8.900000572,7.779310506,1.120690066,9.18000021,-0.279999638,5.0,10.00000048,9.355172593,0.644827884,10.35000024,-0.349999762,2.0,21.10000038,49.12413859,-28.0241382,45.52000122,-24.42000084,95.50000191,105.5965534,-10.09655148,102.1600014,-6.659999466,2.0,10.90000057,9.850000381,4.0,5.0,2.0,1.0,1.0,4.0,5.0,2015.0,52.3833,-1.5667,0.609605451,0.627810283,both,True,52.38,-1.57,52.3833,Aegithalos_caudatus_52.38_-1.57,92.80584657,2015.0,4.0,52.3833,-1.5667,2015-04-01,2015-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,5.463684938774804,0.8841874418124007,1.3272784195343184,26.52562325437202,10.0,8.538591957092303,5.639091491699219,1.60908757662863
605,636Boersma2023,Malurus_lamberti,Malurus_lamberti,Passeriformes,Maluridae,Fairywrens,Malurus_lamberti,monogamy,yearly,variegated_fairywren,-27.2667,152.6833,no,SNPs,2014,2015,August,January,80.0,28.0,7.0,35.0,605,152.6833,2014,8.0,220.0,15.0,14.21379329,0.786206706,15.02000027,-0.020000267,1.0,21.06666692,19.94655205,1.120114875,20.43666709,0.629999828,6.0,106.8000031,45.57586297,61.22414008,37.08000097,69.72000208,440.3000121,614.4931113,-174.1930992,631.5000136,-191.2000015,6.0,13.0,12.6833334,8.0,1.0,6.0,1.0,1.0,8.0,1.0,2014.0,-27.2667,152.6833,0.588293558,0.574646979,both,True,-27.27,152.68,27.2667,Malurus_lamberti_-27.27_152.68,43.60728422,2014.0,8.0,-27.2667,152.6833,2014-08-01,2014-08-31,ECMWF/ERA5_LAND/DAILY_AGGR,36.543023586091294,3.477989011335168,7.664724899616929,107.8176593513902,9.0,13.976147670130596,4.898430506388365,1.0635740857520857
606,636Boersma2023,Malurus_lamberti,Malurus_lamberti,Passeriformes,Maluridae,Fairywrens,Malurus_lamberti,monogamy,yearly,variegated_fairywren,-27.2667,152.6833,no,SNPs,2015,2016,September,February,82.0,23.0,5.0,28.0,606,152.6833,2015,9.0,220.0,17.0,16.91034524,0.089654758,17.90000038,-0.900000381,2.0,22.31666724,21.54310378,0.773563456,21.9733338,0.343333435,6.0,55.10000229,37.66896602,17.43103627,37.2,17.90000229,784.9000359,731.2586298,53.64140607,738.020016,46.88001986,6.0,15.10000038,11.93333356,9.0,2.0,6.0,1.0,1.0,9.0,2.0,2015.0,-27.2667,152.6833,0.624640288,0.61418272,both,True,-27.27,152.68,27.2667,Malurus_lamberti_-27.27_152.68,43.60728422,2015.0,9.0,-27.2667,152.6833,2015-09-01,2015-09-30,ECMWF/ERA5_LAND/DAILY_AGGR,15.60470461845398,1.1469417703514988,2.8574578788506604,34.40825311054496,7.0,16.058743921915713,6.561408360799135,1.3576738810320723
607,636Boersma2023,Malurus_lamberti,Malurus_lamberti,Passeriformes,Maluridae,Fairywrens,Malurus_lamberti,monogamy,yearly,variegated_fairywren,-27.2667,152.6833,no,SNPs,2016,2017,October,March,79.0,33.0,9.0,42.0,607,152.6833,2016,10.0,220.0,19.10000038,19.57241407,-0.472413688,20.32000084,-1.220000458,3.0,23.4333334,22.47241413,0.960919271,23.06333377,0.369999631,6.0,33.0,100.0655184,-67.06551844,41.46000051,-8.460000515,540.8000221,838.7103566,-297.9103345,809.2200198,-268.4199977,6.0,14.19999981,12.10000006,10.0,3.0,6.0,1.0,1.0,10.0,3.0,2016.0,-27.2667,152.6833,0.604753391,0.600655473,both,True,-27.27,152.68,27.2667,Malurus_lamberti_-27.27_152.68,43.60728422,2016.0,10.0,-27.2667,152.6833,2016-10-01,2016-10-31,ECMWF/ERA5_LAND/DAILY_AGGR,17.63547680945976,1.086591688362312,3.214456680067386,33.68434233923168,6.0,19.141147970384186,7.857997894287109,1.884326932362541
608,636Boersma2023,Malurus_lamberti,Malurus_lamberti,Passeriformes,Maluridae,Fairywrens,Malurus_lamberti,monogamy,yearly,variegated_fairywren,-27.2667,152.6833,no,SNPs,2017,2018,November,April,80.0,20.0,5.0,25.0,608,152.6833,2017,11.0,220.0,21.20000076,21.73793135,-0.537930587,23.07999992,-1.879999161,4.0,23.61666711,22.52356357,1.09310354,23.29000028,0.326666832,6.0,88.80000305,103.9793105,-15.17930748,114.4400024,-25.63999939,717.4000206,845.3103563,-127.9103357,801.1400219,-83.7400013,6.0,11.60000038,11.05000019,11.0,4.0,6.0,1.0,1.0,11.0,4.0,2017.0,-27.2667,152.6833,0.62299492,0.648889386,both,True,-27.27,152.68,27.2667,Malurus_lamberti_-27.27_152.68,43.60728422,2017.0,11.0,-27.2667,152.6833,2017-11-01,2017-11-30,ECMWF/ERA5_LAND/DAILY_AGGR,48.33211004728355,4.416744107734634,9.216125515544343,132.50232323203903,20.0,19.63092193603518,6.363326390584291,1.8271011672022432
609,544Kleven2020,Poecile_cinctus,Poecile_cinctus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Parus_cinctus,monogamy,yearly,grey-headed_chickadee,69.4667,-29.8333,yes,microsatellite,2013,2013,June,June,0.0,0.0,4.0,4.0,609,-29.8333,2013,6.0,221.0,-6.5,-8.034482956,1.534482956,-7.520000172,1.020000172,6.0,-6.5,-8.034482956,1.534482956,-7.520000172,1.020000172,1.0,38.79999924,37.7103457,1.089653541,35.53999977,3.259999466,38.79999924,37.7103457,1.089653541,35.53999977,3.259999466,1.0,5.900000095,5.900000095,6.0,6.0,1.0,1.0,1.0,6.0,6.0,2013.0,69.4667,-29.8333,,,both,True,69.47,-29.83,69.4667,Poecile_cinctus_69.47_-29.83,105.3387176,2013.0,6.0,69.4667,-29.8333,2013-06-01,2013-06-30,ECMWF/ERA5_LAND/DAILY_AGGR,9.529680013656616,0.962131035552242,2.203688243214039,28.86393106656726,5.0,-10.186292394002251,8.464663187662723,2.069958507406273
610,544Kleven2020,Poecile_cinctus,Poecile_cinctus,Passeriformes,Paridae,"Tits, Chickadees, and Titmice",Parus_cinctus,monogamy,yearly,grey-headed_chickadee,69.4667,-29.8333,yes,microsatellite,2014,2014,June,June,50.0,2.0,2.0,4.0,610,-29.8333,2014,6.0,221.0,-6.200000286,-8.034482956,1.83448267,-7.380000114,1.179999828,6.0,-6.200000286,-8.034482956,1.83448267,-7.380000114,1.179999828,1.0,38.79999924,37.7103457,1.089653541,36.97999954,1.819999695,38.79999924,37.7103457,1.089653541,36.97999954,1.819999695,1.0,5.700000286,5.700000286,6.0,6.0,1.0,1.0,1.0,6.0,6.0,2014.0,69.4667,-29.8333,,,both,True,69.47,-29.83,69.4667,Poecile_cinctus_69.47_-29.83,105.3387176,2014.0,6.0,69.4667,-29.8333,2014-06-01,2014-06-30,ECMWF/ERA5_LAND/DAILY_AGGR,6.476521491947551,0.609350393310019,1.6117846031990697,18.28051179930057,4.0,-8.35802016788057,9.866114934285465,2.5566069669847704
